INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,MJ_RELATION_TYPE,NEIGHBORHOOD_ID
2014454249,28-Aug-14,,28-Aug-14,5194 N WASHINGTON ST,3146706,1713375,1,112,1313,ASSAULT - SIMPLE,Simple Assault,"INDUSTRY",globeville
2013282746,21-Jun-13,,22-Jun-13,110 N YUMA ST,3136505,1687000,4,411,7199,PROPERTY CRIMES OTHER,All Other Crimes,"INDUSTRY",valverde
2014561787,22-Oct-14,,22-Oct-14,3400 S LOWELL BLVD,3131583,1664614,4,423,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",harvey-park-south
2015528590,11-Sep-15,12-Sep-15,12-Sep-15,3642 N HIGH ST,3150571,1704982,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cole
2015680760,21-Nov-15,21-Nov-15,21-Nov-15,2675 W 38TH AVE,3134819,1705508,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
20144490,2-Jan-14,3-Jan-14,3-Jan-14,2201 N QUITMAN ST,3129116,1698450,1,121,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",sloan-lake
201635368,17-Jan-16,,17-Jan-16,2426 S FEDERAL BLVD,3133762,1670216,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
2016343628,2-Jun-16,2-Jun-16,2-Jun-16,2001 S BROADWAY ST,3144120,1673026,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2013165323,13-Apr-13,13-Apr-13,13-Apr-13,3221 N HIGH ST,3150386,1703081,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cole
2013182955,24-Apr-13,25-Apr-13,25-Apr-13,1755 S BROADWAY ST,3144171,1674691,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2013159064,9-Apr-13,9-Apr-13,9-Apr-13,400 S LIPAN ST,3140355,1683657,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2015351236,24-Jun-15,24-Jun-15,24-Jun-15,5110 N RACE ST,3150881,1712463,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2015245639,4-May-15,4-May-15,4-May-15,2193 W EVANS AVE,3137109,1672567,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
2013168996,16-Apr-13,16-Apr-13,16-Apr-13,155 S PECOS ST,3138861,1685187,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2013272575,1-Mar-13,12-Mar-13,16-Jun-13,680 N LIPAN ST,3140220,1690103,1,123,2399,THEFT - OTHER,Larceny,"INDUSTRY",lincoln-park
2014668540,18-Dec-14,18-Dec-14,18-Dec-14,3954 N WILLIAMS ST,3150221,1706661,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
2016802332,17-Dec-16,17-Dec-16,17-Dec-16,4 S SANTA FE DR,3141148,1686225,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2013486322,8-Oct-13,9-Oct-13,9-Oct-13,3400 S ONEIDA WAY,3166538,1663587,3,323,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",hampden
2016294990,11-May-16,11-May-16,11-May-16,1550 N BROADWAY ST,3144340,1695281,6,621,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",north-capitol-hill
2014271247,28-May-14,28-May-14,28-May-14,3900 E 48TH AVE,3156932,1710798,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012388059,24-Aug-12,24-Aug-12,24-Aug-12,4238 N YORK ST,3151970,1707893,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
20165003234,14-Aug-16,15-Aug-16,15-Aug-16,2777 S COLORADO BLVD,3157354,1667895,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",wellshire
2015756859,30-Dec-15,30-Dec-15,31-Dec-15,4125 N ELATI ST,3142294,1706924,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2016306929,17-May-16,17-May-16,17-May-16,985 S LOGAN ST,3145350,1679861,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west
2014503546,23-Sep-14,23-Sep-14,23-Sep-14,4690 N BRIGHTON BLVD,3149975,1710084,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2013182283,23-Apr-13,,24-Apr-13,2301 7TH ST,3136478,1699246,1,123,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",jefferson-park
201429889,18-Jan-14,18-Jan-14,18-Jan-14,1445 S PEARL ST,3146125,1676779,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2015321182,10-Jun-15,10-Jun-15,10-Jun-15,3954 N WILLIAMS ST,3150221,1706661,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
2013532283,31-Oct-13,31-Oct-13,4-Nov-13,4140 N YORK ST,3152160,1707589,2,212,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",elyria-swansea
2014379380,21-Jul-14,21-Jul-14,21-Jul-14,4400 N GARFIELD ST,3156318,1708679,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
201231972,24-Jan-12,24-Jan-12,24-Jan-12,155 S PECOS ST,3138861,1685187,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2015165794,25-Mar-15,25-Mar-15,26-Mar-15,734 N SHERIDAN BLVD,3125934,1690577,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",villa-park
2013371598,7-Aug-13,8-Aug-13,8-Aug-13,875 N NAVAJO ST,3139406,1691219,1,123,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",lincoln-park
2015255912,10-May-15,10-May-15,10-May-15,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012104650,13-Feb-12,13-Feb-12,14-Mar-12,2949 W ALAMEDA AVE,3133738,1684368,4,411,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"INDUSTRY",valverde
2013609438,17-Dec-13,17-Dec-13,19-Dec-13,1975 S BANNOCK ST,3143468,1673243,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland
2014617286,19-Nov-14,19-Nov-14,19-Nov-14,9888 E VASSAR DR,3177077,1669276,3,323,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",hampden
2016505750,10-Aug-16,10-Aug-16,10-Aug-16,4773 N FOX ST,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2013295287,28-Jun-13,,28-Jun-13,1499 N BROADWAY ST,3144130,1694794,6,611,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",civic-center
2013556314,17-Nov-13,18-Nov-13,18-Nov-13,4980 N JACKSON ST,3156644,1712023,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012504168,26-Oct-12,29-Oct-12,29-Oct-12,3225 E 42ND AVE,3154943,1707779,2,212,2999,CRIMINAL MISCHIEF - MTR VEH,Criminal Mischief-Vehicle,"INDUSTRY",elyria-swansea
20156009034,21-Sep-15,21-Sep-15,21-Sep-15,2361 S WOLFF ST,3127159,1671175,4,421,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",harvey-park
2016435651,9-Jul-16,10-Jul-16,10-Jul-16,1255 W VIRGINIA AVE,3139724,1683088,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2015311507,5-Jun-15,5-Jun-15,5-Jun-15,5101 E COLFAX AVE,3160761,1695051,2,222,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",south-park-hill
2013446019,17-Sep-13,17-Sep-13,17-Sep-13,6853 LEETSDALE DR,3166373,1680902,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
2015405123,17-Jul-15,18-Jul-15,18-Jul-15,1240 S BANNOCK ST,3143559,1678125,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
201549561,26-Jan-15,26-Jan-15,26-Jan-15,4615 E COLFAX AVE,3159365,1695079,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",south-park-hill
201383379,20-Feb-13,20-Feb-13,20-Feb-13,1568 S FEDERAL BLVD,3133861,1675958,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
201490337,20-Feb-14,,20-Feb-14,4884 N CHAMBERS RD,3194352,1711903,5,513,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",gateway-green-valley-ranch
2012265143,18-Jun-12,18-Jun-12,18-Jun-12,2955 W BAYAUD AVE,3133746,1685649,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2015515030,5-Sep-15,5-Sep-15,6-Sep-15,5109 W ALAMEDA AVE,3125923,1684436,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",barnum-west
2015203620,13-Apr-15,13-Apr-15,14-Apr-15,3937 N MARIPOSA ST,3139604,1706193,1,112,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",sunnyside
2016495157,5-Aug-16,5-Aug-16,5-Aug-16,4773 N FOX ST,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2012458367,2-Oct-12,2-Oct-12,2-Oct-12,4238 N YORK ST,3151970,1707893,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2016312860,19-May-16,19-May-16,19-May-16,1810 S BROADWAY ST,3144328,1674322,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2013340445,21-Jul-13,21-Jul-13,22-Jul-13,870 N NAVAJO ST,3139520,1691139,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
20146005194,3-Jun-14,12-Jun-14,12-Jun-14,4300 N STEELE ST,3154760,1708204,2,212,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",elyria-swansea
2012205939,13-May-12,14-May-12,16-May-12,527 E MISSISSIPPI AVE,3145981,1679128,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west
2015517653,7-Sep-15,7-Sep-15,7-Sep-15,5231 N MONROE ST,3155803,1714030,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2013625852,30-Dec-13,30-Dec-13,30-Dec-13,1075 S FOX ST,3142161,1679211,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
20142253,1-Jan-14,2-Jan-14,2-Jan-14,80 S PENNSYLVANIA ST,3145914,1685772,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",speer
2015200687,13-Apr-15,,13-Apr-15,1100 BLOCK E COLFAX AVE,3148028,1694838,6,623,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",capitol-hill
201728896,14-Jan-17,14-Jan-17,14-Jan-17,505 W 40TH AVE,3142219,1706451,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2012483613,16-Oct-12,16-Oct-12,17-Oct-12,2668 W COLLEGE AVE,3135418,1668596,4,422,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",college-view-south-platte
2015274152,19-May-15,19-May-15,19-May-15,2424 E 43RD AVE,3152489,1708074,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2016126405,28-Feb-16,28-Feb-16,28-Feb-16,1005 N FEDERAL BLVD,3133440,1692262,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",villa-park
201664689,30-Jan-16,30-Jan-16,30-Jan-16,1800 S BROADWAY ST,3144343,1674371,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",platt-park
2014590350,5-Nov-14,5-Nov-14,5-Nov-14,5151 N CLAY ST,3134663,1713073,1,111,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",chaffee-park
20126006238,11-Aug-12,12-Aug-12,12-Aug-12,330 E COLFAX AVE,3145482,1694804,6,623,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",capitol-hill
2015227561,26-Apr-15,26-Apr-15,26-Apr-15,4228 N YORK ST,3152105,1707908,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2013380708,12-Aug-13,13-Aug-13,13-Aug-13,777 N CANOSA CT,3134946,1690779,1,122,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",sun-valley
2012154717,15-Apr-12,,15-Apr-12,1115 S BANNOCK ST,3143433,1678882,3,311,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"INDUSTRY",overland
2015439974,15-May-15,5-Jul-15,3-Aug-15,330 N FEDERAL BLVD,3133714,1688115,4,411,2605,THEFT - UNAUTH USE OF FTD,All Other Crimes,"INDUSTRY",valverde
2013281614,21-Jun-13,21-Jun-13,21-Jun-13,20372 E 40TH PL,3210589,1706672,5,513,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
2014279145,30-May-14,1-Jun-14,1-Jun-14,1131 W CUSTER PL,3140612,1682762,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2012381412,18-Aug-12,,20-Aug-12,2229 BLAKE ST,3142916,1700917,6,612,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",five-points
2014106013,1-Mar-14,1-Mar-14,1-Mar-14,2001 S BROADWAY ST,3144120,1673026,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2012307051,10-Jul-12,10-Jul-12,11-Jul-12,4040 E 8TH AVE,3157597,1690888,2,222,3599,DRUG - MAKE/SELL OTHER DRUG,Drug Offenses,"NON-INDUSTRY",hale
2014213855,28-Apr-14,28-Apr-14,28-Apr-14,1075 S FOX ST,3142161,1679211,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2013615469,21-Dec-13,23-Dec-13,23-Dec-13,82 S FEDERAL BLVD,3133690,1685664,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2012269074,16-Jun-12,16-Jun-12,20-Jun-12,1338 S JASON ST,3141024,1677460,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
2015594383,11-Oct-15,11-Oct-15,11-Oct-15,4750 N EAGLE ST,3191315,1710031,5,512,5213,WEAPON- UNLAWFUL DISCHARGE OF,Weapons Offense,"NON-INDUSTRY",montbello
2012318922,17-Jul-12,17-Jul-12,17-Jul-12,2511 17TH ST,3138243,1701952,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",highland
2016542853,25-Aug-16,25-Aug-16,25-Aug-16,1710 N XENIA ST,3172804,1696513,2,223,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",east-colfax
2013337377,15-Jul-13,15-Jul-13,15-Jul-13,3937 W COLFAX AVE,3129614,1694999,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-colfax
2014234452,8-May-14,8-May-14,8-May-14,4724 N EUGENE WAY,3192108,1709620,5,512,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",montbello
2015175385,31-Mar-15,31-Mar-15,31-Mar-15,760 E COLFAX AVE,3146795,1694778,6,623,1313,ASSAULT - DV,Simple Assault,"NON-INDUSTRY",capitol-hill
2015406705,19-Jul-15,,19-Jul-15,16TH ST / CALIFORNIA ST,3142790,1696716,6,611,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",cbd
2013255937,7-Jun-13,7-Jun-13,7-Jun-13,1110 W VIRGINIA AVE,3140783,1682944,4,412,2203,BURG/AUTO THEFT-BUSN W/ FORCE,Burglary,"INDUSTRY",athmar-park
20125001928,17-Apr-12,,17-Apr-12,155 N FEDERAL BLVD,3133487,1687235,4,411,2005,ARSON - BUSINESS,All Other Crimes,"INDUSTRY",barnum
2016258525,26-Apr-16,26-Apr-16,26-Apr-16,985 S LOGAN ST,3145350,1679861,3,311,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",washington-park-west
2013581548,3-Dec-13,3-Dec-13,3-Dec-13,527 E MISSISSIPPI AVE,3145981,1679128,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west
2016539098,24-Aug-16,24-Aug-16,24-Aug-16,4773 N FOX ST,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2014204602,23-Apr-14,23-Apr-14,23-Apr-14,4359 N CLAUDE CT,3151618,1708543,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012179811,1-May-12,1-May-12,1-May-12,5670 E EVANS AVE,3162914,1672392,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2012231785,30-May-12,30-May-12,30-May-12,2568 S BROADWAY ST,3144350,1669345,3,313,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",rosedale
2015640851,1-Nov-15,,1-Nov-15,5300 W WARREN AVE,3125308,1671232,4,421,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",harvey-park
2013360047,1-Aug-13,2-Aug-13,2-Aug-13,E COLFAX AVE / N BROADWAY ST,3144156,1694853,6,621,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",civic-center
2013416643,1-Sep-13,1-Sep-13,1-Sep-13,1395 S ACOMA ST,3143834,1677166,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2012272864,21-Jun-12,22-Jun-12,22-Jun-12,803 S JASON ST,3140771,1681017,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2016464950,23-Jul-16,23-Jul-16,23-Jul-16,1355 S INCA ST,3141186,1677383,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
2012129224,30-Mar-12,30-Mar-12,30-Mar-12,211 N WYANDOT ST,3136608,1687712,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2016318008,21-May-16,21-May-16,21-May-16,4707 N LIPAN ST,3139981,1710191,1,112,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",sunnyside
2016429055,7-Jul-16,7-Jul-16,7-Jul-16,1126 S SHERIDAN BLVD,3125821,1678730,4,421,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",mar-lee
20126003724,29-May-12,29-May-12,30-May-12,3215 E 42ND AVE,3154714,1707766,2,212,2399,THEFT - OTHER,Larceny,"INDUSTRY",elyria-swansea
2014307904,15-Jun-14,15-Jun-14,16-Jun-14,2557 31ST ST,3142942,1707412,1,112,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",globeville
2014500267,20-Sep-14,21-Sep-14,21-Sep-14,2424 E 43RD AVE,3152489,1708074,2,212,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",elyria-swansea
2012197974,11-May-12,11-May-12,11-May-12,4558 N BISCAY ST,3206229,1709567,5,513,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
2012276199,24-Jun-12,24-Jun-12,24-Jun-12,5885 E EVANS AVE,3163373,1672717,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village
